Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Base Happiness,Game(s) of Origin,Experience Growth,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
1282,755,Morelull,Illuminating Pokemon,NA,NA,None,Grass,Fairy,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",Rain Dish,The Pokémon gradually regains HP in rain.,NA,NA,70,Sun,Medium Fast,57,Grass,NA,20,NA,NA
1283,756,Shiinotic,Illuminating Pokemon,NA,NA,None,Grass,Fairy,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",Rain Dish,The Pokémon gradually regains HP in rain.,NA,NA,70,Sun,Medium Fast,142,Grass,NA,20,1282,Level 24
1284,757,Salandit,Toxic Lizard Pokemon,NA,NA,None,Poison,Fire,Corrosion,The Pokémon can poison the target even if it's a Steel or Poison type.,NA,NA,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",NA,NA,70,Sun,Medium Fast,64,Monster,Dragon,20,NA,NA
1285,758,Salazzle,Toxic Lizard Pokemon,NA,NA,None,Poison,Fire,Corrosion,The Pokémon can poison the target even if it's a Steel or Poison type.,NA,NA,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",NA,NA,70,Sun,Medium Fast,168,Monster,Dragon,20,1284,Level 33 When Female
1286,759,Stufful,Flailing Pokemon,NA,NA,None,Normal,Fighting,Fluffy,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.",Klutz,The Pokémon can't use any held items.,Cute Charm,Contact with the Pokémon may cause infatuation.,NA,NA,70,Sun,Medium Fast,68,Field,NA,15,NA,NA
1287,76,Golem,Megaton Pokemon,NA,NA,None,Rock,Ground,Rock Head,Protects the Pokémon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,NA,NA,70,Red,Medium Slow,223,Mineral,NA,15,1276,NA
1288,760,Bewear,Strong Arm Pokemon,NA,NA,None,Normal,Fighting,Fluffy,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.",Klutz,The Pokémon can't use any held items.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NA,NA,70,Sun,Medium Fast,175,Field,NA,15,1286,Level 27
1289,761,Bounsweet,Fruit Pokemon,NA,NA,None,Grass,None,Leaf Guard,Prevents status conditions in harsh sunlight.,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,NA,NA,70,Sun,Medium Slow,42,Grass,NA,20,NA,NA
1290,762,Steenee,Fruit Pokemon,NA,NA,None,Grass,None,Leaf Guard,Prevents status conditions in harsh sunlight.,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,NA,NA,70,Sun,Medium Slow,102,Grass,NA,20,1289,Level 18
1291,763,Tsareena,Fruit Pokemon,NA,NA,None,Grass,None,Leaf Guard,Prevents status conditions in harsh sunlight.,Queenly Majesty,"Its majesty pressures the opposing Pokémon, making it unable to attack using priority moves.",Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,NA,NA,70,Sun,Medium Slow,230,Grass,NA,20,1290,Knowing Stomp
1292,764,Comfey,Posy Picker Pokemon,NA,NA,None,Fairy,None,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,Triage,Gives priority to a healing move.,Natural Cure,All status conditions heal when the Pokémon switches out.,NA,NA,70,Sun,Fast,170,Grass,NA,20,NA,NA
1293,766,Passimian,Teamwork Pokemon,NA,NA,None,Fighting,None,Receiver,The Pokémon copies the Ability of a defeated ally.,NA,NA,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,NA,NA,70,Sun,Slow,172,Field,NA,20,NA,NA
1294,767,Wimpod,Turn Tail Pokemon,NA,NA,None,Bug,Water,Wimp Out,The Pokémon cowardly switches out when its HP becomes half or less.,NA,NA,NA,NA,NA,NA,70,Sun,Medium Fast,46,Bug,Water 3,20,NA,NA
1295,768,Golisopod,Hard Scale Pokemon,NA,NA,None,Bug,Water,Emergency Exit,"The Pokémon, sensing danger, switches out when its HP becomes half or less.",NA,NA,NA,NA,NA,NA,70,Sun,Medium Fast,186,Bug,Water 3,20,1294,Level 30
1296,769,Sandygast,Sand Heap Pokemon,NA,NA,None,Ghost,Ground,Water Compaction,Boosts the Pokémon's Defense stat sharply when hit by a Water-type move.,NA,NA,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,NA,NA,70,Sun,Medium Fast,64,Amorphous,NA,15,NA,NA
1297,77,Ponyta,Fire Horse Pokemon,NA,NA,None,Fire,None,Run Away,Enables a sure getaway from wild Pokémon.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokémon may burn the attacker.,NA,NA,70,Red,Medium Fast,82,Field,NA,20,NA,NA
1298,770,Palossand,Sand Castle Pokemon,NA,NA,None,Ghost,Ground,Water Compaction,Boosts the Pokémon's Defense stat sharply when hit by a Water-type move.,NA,NA,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,NA,NA,70,Sun,Medium Fast,168,Amorphous,NA,15,1296,Level 42
1299,771,Pyukumuku,Sea Cucumber Pokemon,NA,NA,None,Water,None,Innards Out,Damages the attacker landing the finishing hit by the amount equal to its last HP.,NA,NA,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",NA,NA,70,Sun,Fast,144,Water 1,NA,15,NA,NA
1300,772,Type:,Synthetic Pokemon,NA,NA,Sub-Legendary,Normal,None,Battle Armor,Hard armor protects the Pokémon from critical hits.,NA,NA,NA,NA,NA,NA,0,Sun,Slow,107,Undiscovered,NA,120,NA,NA
1301,773,Silvally,Synthetic Pokemon,NA,NA,Sub-Legendary,Normal,None,RKS System,Changes the Pokémon's type to match the memory disc it holds.,NA,NA,NA,NA,NA,NA,0,Sun,Slow,257,Undiscovered,NA,120,1300,NA
1302,774,Minior,Meteor Pokemon,NA,NA,None,Rock,Flying,Shields Down,"When its HP becomes half or less, the Pokémon's shell breaks and it becomes aggressive.",NA,NA,NA,NA,NA,NA,70,Sun,Medium Slow,154,Mineral,NA,25,NA,NA
1303,775,Komala,Drowsing Pokemon,NA,NA,None,Normal,None,Comatose,It's always drowsing and will never wake up. It can attack without waking up.,NA,NA,NA,NA,NA,NA,70,Sun,Slow,168,Field,NA,20,NA,NA
1304,776,Turtonator,Blast Turtle Pokemon,NA,NA,None,Fire,Dragon,Shell Armor,A hard shell protects the Pokémon from critical hits.,NA,NA,NA,NA,NA,NA,70,Sun,Medium Fast,170,Monster,Dragon,20,NA,NA
1305,777,Togedemaru,Roly-Poly Pokemon,NA,NA,None,Electric,Steel,Iron Barbs,Inflicts damage on the attacker upon contact with iron barbs.,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",NA,NA,70,Sun,Medium Fast,152,Field,Fairy,10,NA,NA
1306,778,Mimikyu,Disguise Pokemon,NA,NA,None,Ghost,Fairy,Disguise,"Once per battle, the shroud that covers the Pokémon can protect it from an attack.",NA,NA,NA,NA,NA,NA,70,Sun,Medium Fast,167,Amorphous,NA,20,NA,NA
1307,779,Bruxish,Gnash Teeth Pokemon,NA,NA,None,Water,Psychic,Dazzling,"Surprises the opposing Pokémon, making it unable to attack using priority moves.",Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Wonder Skin,Makes status moves more likely to miss.,NA,NA,70,Sun,Medium Fast,166,Water 2,NA,15,NA,NA
1308,78,Rapidash,Fire Horse Pokemon,NA,NA,None,Fire,None,Run Away,Enables a sure getaway from wild Pokémon.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokémon may burn the attacker.,NA,NA,70,Red,Medium Fast,175,Field,NA,20,1297,Level 40
1309,780,Drampa,Placid Pokemon,NA,NA,None,Normal,Dragon,Berserk,Boosts the Pokémon's Sp. Atk stat when it takes a hit that causes its HP to become half or less.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Cloud Nine,Eliminates the effects of weather.,NA,NA,70,Sun,Medium Fast,170,Monster,Dragon,20,NA,NA
1310,781,Dhelmise,Sea Creeper Pokemon,NA,NA,None,Ghost,Grass,Steelworker,Powers up Steel-type moves.,NA,NA,NA,NA,NA,NA,70,Sun,Medium Fast,181,Mineral,NA,25,NA,NA
1311,782,Jangmo-o,Scaly Pokemon,NA,NA,None,Dragon,None,Bulletproof,Protects the Pokémon from some ball and bomb moves.,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NA,NA,70,Sun,Slow,60,Dragon,NA,40,NA,NA
1312,783,Hakamo-o,Scaly Pokemon,NA,NA,None,Dragon,Fighting,Bulletproof,Protects the Pokémon from some ball and bomb moves.,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NA,NA,70,Sun,Slow,147,Dragon,NA,40,1311,Level 35
1313,784,Kommo-o,Scaly Pokemon,NA,NA,None,Dragon,Fighting,Bulletproof,Protects the Pokémon from some ball and bomb moves.,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NA,NA,70,Sun,Slow,270,Dragon,NA,40,1312,Level 45
1314,785,Tapu Koko,Land Spirit Pokemon,NA,NA,Sub-Legendary,Electric,Fairy,Electric Surge,Turns the ground into Electric Terrain when the Pokémon enters a battle.,NA,NA,Telepathy,Anticipates an ally's attack and dodges it.,NA,NA,70,Sun,Slow,257,Undiscovered,NA,15,NA,NA
1315,786,Tapu Lele,Land Spirit Pokemon,NA,NA,Sub-Legendary,Psychic,Fairy,Psychic Surge,Turns the ground into Psychic Terrain when the Pokémon enters a battle.,NA,NA,Telepathy,Anticipates an ally's attack and dodges it.,NA,NA,70,Sun,Slow,257,Undiscovered,NA,15,NA,NA
1316,787,Tapu Bulu,Land Spirit Pokemon,NA,NA,Sub-Legendary,Grass,Fairy,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle.,NA,NA,Telepathy,Anticipates an ally's attack and dodges it.,NA,NA,70,Sun,Slow,257,Undiscovered,NA,15,NA,NA
1317,788,Tapu Fini,Land Spirit Pokemon,NA,NA,Sub-Legendary,Water,Fairy,Misty Surge,Turns the ground into Misty Terrain when the Pokémon enters a battle.,NA,NA,Telepathy,Anticipates an ally's attack and dodges it.,NA,NA,70,Sun,Slow,257,Undiscovered,NA,15,NA,NA
1318,789,Cosmog,Nebula Pokemon,NA,NA,Legendary,Psychic,None,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",NA,NA,NA,NA,NA,NA,0,Sun,Slow,40,Undiscovered,NA,120,NA,NA
1319,79,Slowpoke,Dopey Pokemon,NA,NA,None,Water,Psychic,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,NA,NA,70,Red,Medium Fast,63,Monster,Water 1,20,NA,NA
1320,790,Cosmoem,Protostar Pokemon,NA,NA,Legendary,Psychic,None,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",NA,NA,NA,NA,NA,NA,0,Sun,Slow,140,Undiscovered,NA,120,1318,Level 43
1321,791,Solgaleo,Sunne Pokemon,NA,NA,Legendary,Psychic,Steel,Full Metal Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,NA,NA,NA,NA,NA,NA,0,Sun,Slow,306,Undiscovered,NA,120,1320,Level 53 In Sun Or Ultra Sun
1322,792,Lunala,Moone Pokemon,NA,NA,Legendary,Psychic,Ghost,Shadow Shield,Reduces the amount of damage the Pokémon takes while its HP is full.,NA,NA,NA,NA,NA,NA,0,Sun,Slow,306,Undiscovered,NA,120,1320,Level 53 In Moon Or Ultra Moon
1323,793,Nihilego,Parasite Pokemon,NA,NA,Sub-Legendary,Rock,Poison,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NA,NA,NA,NA,NA,NA,0,Sun,Slow,257,Undiscovered,NA,120,NA,NA
1324,794,Buzzwole,Swollen Pokemon,NA,NA,Sub-Legendary,Bug,Fighting,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NA,NA,NA,NA,NA,NA,0,Sun,Slow,257,Undiscovered,NA,120,NA,NA
1325,795,Pheromosa,Lissome Pokemon,NA,NA,Sub-Legendary,Bug,Fighting,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NA,NA,NA,NA,NA,NA,0,Sun,Slow,257,Undiscovered,NA,120,NA,NA
1326,796,Xurkitree,Glowing Pokemon,NA,NA,Sub-Legendary,Electric,None,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NA,NA,NA,NA,NA,NA,0,Sun,Slow,257,Undiscovered,NA,120,NA,NA
1327,797,Celesteela,Launch Pokemon,NA,NA,Sub-Legendary,Steel,Flying,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NA,NA,NA,NA,NA,NA,0,Sun,Slow,257,Undiscovered,NA,120,NA,NA
1328,798,Kartana,Drawn Sword Pokemon,NA,NA,Sub-Legendary,Grass,Steel,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NA,NA,NA,NA,NA,NA,0,Sun,Slow,257,Undiscovered,NA,120,NA,NA
1329,799,Guzzlord,Junkivore Pokemon,NA,NA,Sub-Legendary,Dark,Dragon,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NA,NA,NA,NA,NA,NA,0,Sun,Slow,257,Undiscovered,NA,120,NA,NA
1330,80,Slowbro,Hermit Crab Pokemon,NA,NA,None,Water,Psychic,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,NA,NA,70,Red,Medium Fast,172,Monster,Water 1,20,1319,Level 37
1331,800,Necrozma,Prism Pokemon,NA,NA,Legendary,Psychic,None,Prism Armor,Reduces the power of supereffective attacks taken.,NA,NA,NA,NA,NA,NA,0,Sun,Slow,270,Undiscovered,NA,120,NA,NA
1332,801,Magearna,Artificial Pokemon,NA,NA,Mythical,Steel,Fairy,Soul-Heart,Boosts its Sp. Atk stat every time a Pokémon faints.,NA,NA,NA,NA,NA,NA,0,Sun,Slow,270,Undiscovered,NA,120,NA,NA
1333,802,Marshadow,Gloomdweller Pokemon,NA,NA,Mythical,Fighting,Ghost,Technician,Powers up the Pokémon's weaker moves.,NA,NA,NA,NA,NA,NA,0,Sun,Slow,270,Undiscovered,NA,120,NA,NA
1334,803,Poipole,Poison Pin Pokemon,NA,NA,Sub-Legendary,Poison,None,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NA,NA,NA,NA,NA,NA,0,Ultra Sun,Slow,189,Undiscovered,NA,120,NA,NA
1335,804,Naganadel,Poison Pin Pokemon,NA,NA,Sub-Legendary,Poison,Dragon,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NA,NA,NA,NA,NA,NA,0,Ultra Sun,Slow,243,Undiscovered,NA,120,1334,Knowing Dragon Pulse
1336,805,Stakataka,Rampart Pokemon,NA,NA,Sub-Legendary,Rock,Steel,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NA,NA,NA,NA,NA,NA,0,Ultra Sun,Slow,257,Undiscovered,NA,120,NA,NA
1337,806,Blacephalon,Fireworks Pokemon,NA,NA,Sub-Legendary,Fire,Ghost,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NA,NA,NA,NA,NA,NA,0,Ultra Sun,Slow,257,Undiscovered,NA,120,NA,NA
1338,807,Zeraora,Thunderclap Pokemon,NA,NA,Mythical,Electric,None,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,NA,NA,NA,NA,NA,NA,0,Ultra Sun,Slow,270,Undiscovered,NA,120,NA,NA
1339,808,Meltan,Hex Nut Pokemon,NA,NA,Mythical,Steel,None,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,NA,NA,NA,NA,NA,NA,0,Let's Go Pikachu,Slow,135,Undiscovered,NA,120,NA,NA
1340,809,Melmetal,Hex Nut Pokemon,NA,NA,Mythical,Steel,None,Iron Fist,Powers up punching moves.,NA,NA,NA,NA,NA,NA,0,Let's Go Pikachu,Slow,270,Undiscovered,NA,120,1339,400 Meltan Candy
1341,82,Magneton,Magnet Pokemon,NA,NA,None,Electric,Steel,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Analytic,Boosts move power when the Pokémon moves last.,NA,NA,70,Red,Medium Fast,163,Mineral,NA,20,46,Level 30
1342,83,Farfetch'd,Wild Duck Pokemon,NA,NA,None,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,NA,NA,70,Red,Medium Fast,132,Flying,Field,20,NA,NA
1343,84,Doduo,Twin Bird Pokemon,NA,NA,None,Normal,Flying,Run Away,Enables a sure getaway from wild Pokémon.,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Tangled Feet,Raises evasiveness if the Pokémon is confused.,NA,NA,70,Red,Medium Fast,62,Flying,NA,20,NA,NA
1344,85,Dodrio,Triple Bird Pokemon,NA,NA,None,Normal,Flying,Run Away,Enables a sure getaway from wild Pokémon.,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Tangled Feet,Raises evasiveness if the Pokémon is confused.,NA,NA,70,Red,Medium Fast,165,Flying,NA,20,1343,Level 31
1345,86,Seel,Sea Lion Pokemon,NA,NA,None,Water,None,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Hydration,Heals status conditions if it's raining.,Ice Body,The Pokémon gradually regains HP in a hailstorm.,NA,NA,70,Red,Medium Fast,65,Water 1,Field,20,NA,NA
1346,87,Dewgong,Sea Lion Pokemon,NA,NA,None,Water,Ice,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Hydration,Heals status conditions if it's raining.,Ice Body,The Pokémon gradually regains HP in a hailstorm.,NA,NA,70,Red,Medium Fast,166,Water 1,Field,20,1345,Level 34
1347,88,Grimer,Sludge Pokemon,NA,NA,None,Poison,None,Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",Sticky Hold,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,Poison Touch,May poison a target when the Pokémon makes contact.,NA,NA,70,Red,Medium Fast,65,Amorphous,NA,20,NA,NA
1348,89,Muk,Sludge Pokemon,NA,NA,None,Poison,None,Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",Sticky Hold,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,Poison Touch,May poison a target when the Pokémon makes contact.,NA,NA,70,Red,Medium Fast,175,Amorphous,NA,20,1347,Level 38
1349,90,Shellder,Bivalve Pokemon,NA,NA,None,Water,None,Shell Armor,A hard shell protects the Pokémon from critical hits.,Skill Link,Maximizes the number of times multistrike moves hit.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NA,NA,70,Red,Slow,61,Water 3,NA,20,NA,NA
1350,91,Cloyster,Bivalve Pokemon,NA,NA,None,Water,None,Shell Armor,A hard shell protects the Pokémon from critical hits.,Skill Link,Maximizes the number of times multistrike moves hit.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NA,NA,70,Red,Slow,184,Water 3,NA,20,1349,Water Stone
1351,92,Gastly,Gas Pokemon,NA,NA,None,Ghost,Poison,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,70,Red,Medium Slow,62,Amorphous,NA,20,NA,NA
1352,93,Haunter,Gas Pokemon,NA,NA,None,Ghost,Poison,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,70,Red,Medium Slow,142,Amorphous,NA,20,1351,Level 25
1353,94,Gengar,Shadow Pokemon,NA,NA,None,Ghost,Poison,Cursed Body,May disable a move used on the Pokémon.,NA,NA,NA,NA,NA,NA,70,Red,Medium Slow,225,Amorphous,NA,20,1352,NA
1354,95,Onix,Rock Snake Pokemon,NA,NA,None,Rock,Ground,Rock Head,Protects the Pokémon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NA,NA,70,Red,Medium Fast,77,Mineral,NA,25,NA,NA
1355,96,Drowzee,Hypnosis Pokemon,NA,NA,None,Psychic,None,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Forewarn,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",NA,NA,70,Red,Medium Fast,66,Human-Like,NA,20,NA,NA
1356,97,Hypno,Hypnosis Pokemon,NA,NA,None,Psychic,None,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Forewarn,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",NA,NA,70,Red,Medium Fast,169,Human-Like,NA,20,1355,Level 26
1357,98,Krabby,River Crab Pokemon,NA,NA,None,Water,None,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,NA,NA,70,Red,Medium Fast,65,Water 3,NA,20,NA,NA
1358,99,Kingler,Pincer Pokemon,NA,NA,None,Water,None,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,NA,NA,70,Red,Medium Fast,166,Water 3,NA,20,1357,Level 28
1359,103,Exeggutor,Coconut Pokemon,Alola,137,None,Grass,Dragon,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",NA,NA,Harvest,May create another Berry after one is used.,NA,NA,70,Sun,Slow,186,Grass,NA,20,136,Leaf Stone In Alola
1360,65,Alakazam,Psi Pokemon,Mega,1026,None,Psychic,None,Trace,"When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.",NA,NA,NA,NA,NA,NA,70,X,Medium Slow,270,Human-Like,NA,20,NA,NA
1361,74,Geodude,Rock Pokemon,Alola,1265,None,Rock,Electric,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Galvanize,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.,NA,NA,70,Sun,Medium Slow,60,Mineral,NA,15,NA,NA
1362,75,Graveler,Rock Pokemon,Alola,1276,None,Rock,Electric,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Galvanize,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.,NA,NA,70,Sun,Medium Slow,137,Mineral,NA,15,1361,Level 25
1363,76,Golem,Megaton Pokemon,Alola,1287,None,Rock,Electric,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Galvanize,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.,NA,NA,70,Sun,Medium Slow,223,Mineral,NA,15,1362,NA
1364,77,Ponyta,Unique Horn Pokemon,Galar,1297,None,Psychic,None,Run Away,Enables a sure getaway from wild Pokémon.,Pastel Veil,Protects the Pokémon and its ally Pokémon from being poisoned.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,NA,NA,70,Sword,Medium Fast,82,Field,NA,20,NA,NA
1365,78,Rapidash,Unique Horn Pokemon,Galar,1308,None,Psychic,Fairy,Run Away,Enables a sure getaway from wild Pokémon.,Pastel Veil,Protects the Pokémon and its ally Pokémon from being poisoned.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,NA,NA,70,Sword,Medium Fast,175,Field,NA,20,1364,Level 40
1366,79,Slowpoke,Dopey Pokemon,Galar,1319,None,Psychic,None,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,NA,NA,70,Sword,Medium Fast,63,Monster,Water 1,20,NA,NA
1367,80,Slowbro,Hermit Crab Pokemon,Mega,1330,None,Water,Psychic,Shell Armor,A hard shell protects the Pokémon from critical hits.,NA,NA,NA,NA,NA,NA,70,Omega Ruby,Medium Fast,207,Monster,Water 1,20,NA,NA
1368,80,Slowbro,Hermit Crab Pokemon,Galar,1330,None,Poison,Psychic,Quick Draw,Enables the Pokémon to move first occasionally.,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,NA,NA,70,Sword,Medium Fast,172,Monster,Water 1,20,1366,Galarica Cuff
1369,83,Farfetch'd,Wild Bull Pokemon,Galar,1342,None,Fighting,None,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,NA,NA,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,NA,NA,70,Sword,Medium Fast,132,Flying,Field,20,NA,NA
1370,681,Aegislash,Royal Sword Pokemon,Blade,1098,None,Steel,Ghost,Stance Change,The Pokémon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King's Shield.,NA,NA,NA,NA,NA,NA,70,X,Medium Fast,234,Mineral,NA,20,NA,NA
1371,94,Gengar,Shadow Pokemon,Mega,1353,None,Ghost,Poison,Shadow Tag,This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.,NA,NA,NA,NA,NA,NA,70,X,Medium Slow,270,Amorphous,NA,20,NA,NA
1372,88,Grimer,Sludge Pokemon,Alola,1347,None,Poison,Dark,Poison Touch,May poison a target when the Pokémon makes contact.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Power of Alchemy,The Pokémon copies the Ability of a defeated ally.,NA,NA,70,Sun,Medium Fast,65,Amorphous,NA,20,NA,NA
